"id","system","bodyName","id64","edsmID","bodyID","type","subType","offset","distanceToArrival","isMainStar","isScoopable","isLandable","age","luminosity","absoluteMagnitude","solarMasses","solarRadius","gravity","earthMasses","radius","surfaceTemperature","surfacePressure","volcanismType","atmosphereType","terraformingState","orbitalPeriod","semiMajorAxis","orbitalEccentricity","orbitalInclination","argOfPeriapsis","rotationalPeriod","rotationalPeriodTidallyLocked","axialTilt","solidComposition","atmosphere","material","missingSkipCount","created_at","updated_at"
657,712,HIP 20785 6 B,576461827932653950,5687598,16,Planet,Rocky body,2,4710.131348,,,1,,,,,,0.1280425543581769,0.003706,1085.07575,108,,No volcanism,No atmosphere,Not terraformable,4.100132016782408,0.004070876765493963,0.000125,-0.005189,289.821228,3.9729777922453704,1,0.064556,"{""Rock"":91.14569999999999,""Metal"":8.8543,""Ice"":0}",,"{""Iron"":18.5181,""Sulphur"":18.187,""Carbon"":15.2934,""Nickel"":14.0063,""Phosphorus"":9.79107,""Chromium"":8.32821,""Manganese"":7.6478,""Vanadium"":4.54741,""Tellurium"":1.39829,""Niobium"":1.26561,""Tungsten"":1.01683}",,2018-11-30 02:06:20,2018-11-30 14:39:20
658,713,HIP 20830 A 8 F,1297036857202173180,5768958,36,Planet,Rocky body,3,2426.556885,,,1,,,,,,0.22341923997881244,0.018687,1844.56525,237,,No volcanism,No atmosphere,Not terraformable,33.187092013888886,0.04450561399601525,0.003754,1.531314,263.480133,33.18855902777778,1,-0.444664,"{""Rock"":91.0254,""Metal"":8.9746,""Ice"":0}",,"{""Iron"":19.0495,""Sulphur"":18.591,""Carbon"":15.6331,""Nickel"":14.4082,""Phosphorus"":10.0086,""Chromium"":8.56719,""Manganese"":7.86724,""Zirconium"":2.21204,""Cadmium"":1.47928,""Yttrium"":1.1378,""Tungsten"":1.04601}",,2018-11-30 02:06:20,2018-11-30 14:39:24
659,716,HIP 20859 A 1 A,432346227539937600,5818628,12,Planet,Rocky body,3,1943.132324,,,1,,,,,,0.2195209407471247,0.017815,1816.93525,199,,No volcanism,No atmosphere,Not terraformable,5.341818576388889,0.006973374120357717,0.00108,-0.003969,265.841003,5.342190755208334,1,0.398223,"{""Rock"":91.22710000000001,""Metal"":8.7729,""Ice"":0}",,"{""Iron"":19.6963,""Sulphur"":19.4313,""Carbon"":16.3398,""Nickel"":14.8975,""Phosphorus"":10.461,""Manganese"":8.13439,""Vanadium"":4.83674,""Arsenic"":2.55891,""Niobium"":1.34614,""Ruthenium"":1.21637,""Tungsten"":1.08153}",,2018-11-30 02:06:20,2018-11-30 14:39:28
660,717,HIP 20964 3 B,468374818400487740,4431395,13,Planet,Rocky body,2,2262.172363,,,1,,,,,,0.08758103796445332,0.001202,747.191125,133,0.00014070853195164074,No volcanism,No atmosphere,Not terraformable,5.299886429398148,0.005552856361611302,0.001516,-0.266462,213.122696,-5.2999851707175925,,-3.037221,"{""Rock"":90.6545,""Metal"":9.3455,""Ice"":0}",,"{""Iron"":19.742,""Sulphur"":19.1405,""Carbon"":16.0952,""Nickel"":14.932,""Phosphorus"":10.3044,""Manganese"":8.15324,""Germanium"":5.67295,""Zirconium"":2.29245,""Molybdenum"":1.28914,""Antimony"":1.19968,""Tin"":1.17836}",,2018-11-30 02:06:20,2018-11-30 14:39:32
661,718,HIP 20989 3 C,,5818207,,Planet,Rocky body,2,2083.771973,,,1,,,,,,0.13883701489027075,0.004697,1173.11925,185,,No volcanism,No atmosphere,Not terraformable,25.579699074074075,0.013694171383684006,0.003511,-0.008791,134.225342,25.58130787037037,1,0.273769,,,"{""Iron"":19.6099,""Sulphur"":19.1594,""Carbon"":16.1111,""Nickel"":14.8321,""Phosphorus"":10.3146,""Chromium"":8.81921,""Germanium"":5.68282,""Zirconium"":2.27711,""Yttrium"":1.17127,""Tin"":1.16626,""Mercury"":0.856331}",,2018-11-30 02:06:20,2018-11-30 14:39:36
662,719,HIP 21251 A 8 C,1585267077588447740,1247673,44,Planet,Rocky body,3,4949.411621,,,1,,,,,,0.20316054861386876,0.014246,1688.928625,228,,No volcanism,No atmosphere,Not terraformable,10.06601417824074,0.022976736018475965,0.002893,0.497562,39.887562,10.06618923611111,1,0.33717,"{""Rock"":91.2169,""Metal"":8.783100000000001,""Ice"":0}",,"{""Iron"":19.3884,""Sulphur"":19.1005,""Carbon"":16.0616,""Nickel"":14.6645,""Phosphorus"":10.2829,""Chromium"":8.71959,""Zinc"":5.26903,""Selenium"":2.98939,""Cadmium"":1.50559,""Niobium"":1.32509,""Technetium"":0.693443}",,2018-11-30 02:06:20,2018-11-30 14:39:40
663,720,HIP 21348 A 2 B,504403615419435330,5816935,14,Planet,Rocky body,3,2063.82251,,,1,,,,,,0.15830598269414187,0.006881,1329.724375,191,,No volcanism,No atmosphere,Not terraformable,8.131870659722223,0.014943093544980517,0.000269,-0.016963,159.533875,8.131929253472222,1,0.384445,"{""Rock"":91.0008,""Metal"":8.9992,""Ice"":0}",,"{""Iron"":20.4086,""Sulphur"":19.8253,""Carbon"":16.6711,""Nickel"":15.4362,""Phosphorus"":10.6731,""Zinc"":5.5463,""Vanadium"":5.01165,""Zirconium"":2.36986,""Cadmium"":1.58482,""Ruthenium"":1.26036,""Tin"":1.21262}",,2018-11-30 02:06:20,2018-11-30 14:39:44
664,721,HIP 21373 2 F,,5816796,,Planet,Rocky body,2,1402.198975,,,1,,,,,,0.14125975293640214,0.004931,1191.63375,188,,No volcanism,No atmosphere,Not terraformable,34.97109375,0.01605648350982846,0.001729,1.650671,71.518845,34.972366898148145,1,-0.125803,,,"{""Iron"":20.2381,""Sulphur"":19.7322,""Carbon"":16.5928,""Nickel"":15.3072,""Phosphorus"":10.623,""Germanium"":5.83733,""Zinc"":5.49995,""Arsenic"":2.61053,""Antimony"":1.23444,""Tin"":1.21321,""Tungsten"":1.11127}",,2018-11-30 02:06:20,2018-11-30 14:39:48
665,723,HIP 21478 A 1 F,1044835433264957820,4434290,29,Planet,Rocky body,3,3252.692139,,,1,,,,,,0.15992527179525765,0.007092,1343.106125,121,,No volcanism,No atmosphere,Not terraformable,66.68837962962964,0.05620590801630975,0.012492,0.160114,307.432312,66.68921296296297,1,-0.476191,"{""Rock"":91.0354,""Metal"":8.9646,""Ice"":0}",,"{""Iron"":19.26,""Sulphur"":18.8248,""Carbon"":15.8297,""Nickel"":14.5674,""Phosphorus"":10.1345,""Manganese"":7.95418,""Zinc"":5.23414,""Vanadium"":4.72958,""Molybdenum"":1.25767,""Yttrium"":1.15038,""Tungsten"":1.05757}",,2018-11-30 02:06:20,2018-11-30 14:39:52
666,724,HIP 21654 1,252203891712575840,1077990,7,Planet,Class II gas giant,1,1952.942139,,,,,,,,,2.477519903546411,315.950043,72025.312,164,,No volcanism,No atmosphere,Not terraformable,486.2249537037037,0.025771635264324654,0.044253,8.881541,200.968506,1.8244350405092593,,0.427044,,,,,2018-11-30 02:06:20,2018-11-30 14:39:56
667,726,HIP 22118 B 3 A,1477180860053571840,4572215,41,Planet,Rocky body,3,28685.558594,,,1,,,,,,0.05452173628293353,0.000296,469.943375,127,,No volcanism,No atmosphere,Not terraformable,14.168151041666667,0.010762356392282527,0.000231,0.017322,112.405373,14.16843894675926,1,0.327067,"{""Rock"":90.8671,""Metal"":9.133,""Ice"":0}",,"{""Iron"":19.2753,""Sulphur"":18.5755,""Carbon"":15.6201,""Nickel"":14.579,""Phosphorus"":10.0002,""Manganese"":7.9605,""Germanium"":5.53116,""Vanadium"":4.73334,""Cadmium"":1.49681,""Antimony"":1.1697,""Tungsten"":1.05841}",,2018-11-30 02:06:20,2018-11-30 14:40:00
668,727,HIP 22334 1 D,,5816358,,Planet,Rocky body,2,1663.903442,,,1,,,,,,0.16393738780134537,0.007624,1375.425125,231,,No volcanism,No atmosphere,Not terraformable,13.24877170138889,0.01696974057265108,0.000961,-0.511981,135.184906,-13.24890625,,-2.506574,,,"{""Iron"":18.9,""Sulphur"":18.5,""Carbon"":15.6,""Nickel"":14.3,""Phosphorus"":10,""Manganese"":7.8,""Germanium"":5.5,""Zinc"":5.1,""Cadmium"":1.5,""Tellurium"":1.4,""Niobium"":1.3}",,2018-11-30 02:06:20,2018-11-30 14:40:04
669,728,HIP 22347 4 A,1152922305358186750,8545869,32,Planet,Rocky body,2,2547.366699,,,1,,,,,,0.06030456090671707,0.000398,518.14459375,170,,Minor Metallic Magma,No atmosphere,,1.3079720052083332,0.001000000757363721,0.000553,-0.56869,52.530544,1.3080217375578704,1,-0.442701,,,"{""Iron"":19.7269,""Sulphur"":19.048,""Carbon"":16.0174,""Nickel"":14.9206,""Phosphorus"":10.2546,""Manganese"":8.14699,""Germanium"":5.66157,""Zirconium"":2.29069,""Tellurium"":1.46636,""Molybdenum"":1.28815,""Tin"":1.17884}",,2018-11-30 02:06:20,2018-11-30 14:40:08
670,729,HIP 22375 3 A,684547463058540800,5807565,19,Planet,Rocky body,2,4871.586914,,,1,,,,,,0.07275395935985164,0.000699,625.1651875,115,,No volcanism,No atmosphere,Not terraformable,11.16687789351852,0.006295453027460771,0.001611,0.023486,199.73497,11.16712890625,1,0.027412,"{""Rock"":91.24,""Metal"":8.76,""Ice"":0}",,"{""Iron"":18.8609,""Sulphur"":18.6259,""Carbon"":15.6625,""Nickel"":14.2656,""Phosphorus"":10.0274,""Chromium"":8.48238,""Manganese"":7.78936,""Selenium"":2.91512,""Cadmium"":1.46464,""Molybdenum"":1.23161,""Technetium"":0.674579}",,2018-11-30 02:06:20,2018-11-30 14:40:12
671,730,HIP 22382 5 E,1080864436442352000,5770764,30,Planet,Rocky body,2,4159.599121,,,1,,,,,,0.14324630261219237,0.005128,1206.748625,131,,No volcanism,No atmosphere,Not terraformable,5.693559027777778,0.006506414318903805,0.001366,0.43076,8.946701,5.693716724537037,1,-0.221981,"{""Rock"":90.8652,""Metal"":9.1348,""Ice"":0}",,"{""Iron"":18.6581,""Sulphur"":17.9681,""Carbon"":15.1093,""Nickel"":14.1122,""Phosphorus"":9.67322,""Chromium"":8.39116,""Manganese"":7.7056,""Vanadium"":4.58178,""Cadmium"":1.44888,""Molybdenum"":1.21836,""Antimony"":1.13339}",,2018-11-30 02:06:20,2018-11-30 14:40:16
672,732,HIP 22692 A 5 A,,15550108,,Planet,Rocky body,3,435.922455,,,1,,,,,,0.08028218676534464,0.000932,687.1995625,488,,Major Silicate Vapour Geysers,No atmosphere,,0.9811158130787037,0.0015555814993294553,0.000194,-0.006066,232.403961,0.8539396158912037,1,-0.08627,,,"{""Iron"":19.334,""Sulphur"":18.6568,""Carbon"":15.6884,""Nickel"":14.6234,""Phosphorus"":10.044,""Manganese"":7.98475,""Zinc"":5.25426,""Vanadium"":4.74776,""Niobium"":1.32138,""Ruthenium"":1.194,""Tin"":1.15113}",,2018-11-30 02:06:20,2018-11-30 14:40:20
673,733,HIP 22743 B 1 A,684547227212780160,5814640,19,Planet,Rocky body,3,27277.775391,,,1,,,,,,0.284235435179805,0.034732,2229.5145,187,,No volcanism,No atmosphere,Not terraformable,15.784839409722222,0.0017273088633607135,,83.858597,323.623871,16.09191840277778,1,-0.401812,"{""Rock"":86.2402,""Metal"":13.7598,""Ice"":0}",,"{""Iron"":21.1831,""Sulphur"":19.0827,""Carbon"":16.0465,""Nickel"":16.022,""Phosphorus"":10.2733,""Germanium"":5.61457,""Vanadium"":5.20184,""Arsenic"":2.51091,""Tellurium"":1.45419,""Niobium"":1.44775,""Tungsten"":1.16317}",,2018-11-30 02:06:20,2018-11-30 14:40:24
674,734,HIP 22851 7 A,1513210172485372160,5746985,42,Planet,Rocky body,2,1847.716309,,,1,,,,,,0.07166702627263488,0.000666,614.83975,132,,Major Silicate Vapour Geysers,No atmosphere,Not terraformable,0.813293457037037,0.001000000757363721,0.00011,-0.0036,122.757942,0.813345359525463,1,-0.047702,"{""Rock"":90.968,""Metal"":9.032,""Ice"":0}",,"{""Iron"":19.1074,""Sulphur"":18.61,""Carbon"":15.6491,""Nickel"":14.452,""Phosphorus"":10.0188,""Chromium"":8.59323,""Manganese"":7.89116,""Zirconium"":2.21876,""Cadmium"":1.48378,""Yttrium"":1.14126,""Mercury"":0.834389}",,2018-11-30 02:06:20,2018-11-30 14:40:28
675,735,HIP 23022 B 2 A,,5547859,,Planet,Rocky body,3,15204.464844,,,1,,,,,,0.20651154979949785,0.013845,1651.424875,212,,No volcanism,No atmosphere,Not terraformable,13.885201099537037,0.0010999650678851542,,16.031561,238.636383,14.209703414351852,1,0.025838,,,"{""Iron"":19.8429,""Sulphur"":17.6937,""Nickel"":15.0084,""Carbon"":14.8786,""Phosphorus"":9.52553,""Chromium"":8.92402,""Zinc"":5.39256,""Vanadium"":4.87273,""Tellurium"":1.34815,""Molybdenum"":1.29573,""Tin"":1.2177}",,2018-11-30 02:06:20,2018-11-30 14:40:32
676,737,HIP 23269 A 1 C,,5833113,,Planet,Rocky body,3,1110.479614,,,1,,,,,,0.12055808958299767,0.003109,1024.228125,217,,No volcanism,No atmosphere,Not terraformable,5.373407479745371,0.005774674705981627,0.000207,-0.187897,113.571487,5.37363136574074,1,0.352314,,,"{""Iron"":20.0802,""Sulphur"":19.8637,""Carbon"":16.7033,""Nickel"":15.1878,""Phosphorus"":10.6937,""Manganese"":8.29291,""Selenium"":3.10883,""Zirconium"":2.33172,""Molybdenum"":1.31123,""Antimony"":1.22886,""Tin"":1.19776}",,2018-11-30 02:06:20,2018-11-30 14:40:36
677,738,HIP 2371 12 A,2305843019101766700,25397813,64,Planet,Rocky body,2,2822.168701,,,1,,,,,,0.06695113162329927,0.000542,573.859,,,,,,0.8572826244212963,0.0010101546986791437,0.002195,0.004249,50.867443,0.8572980866666667,,0.466164,,,,,2018-11-30 02:06:20,2018-11-30 14:40:40
678,739,HIP 23759 8 D A,1621295888647300350,318299,45,Planet,Rocky body,3,2408.467041,,,1,,,,,,0.04981729186865031,0.000246,448.18984375,238,,Major Silicate Vapour Geysers,No atmosphere,Not terraformable,0.5994167751736111,0.00002902910636147176,,66.860283,49.349861,0.6253665726273148,1,0.500926,"{""Rock"":96.8608,""Metal"":3.1392,""Ice"":0}",,"{""Sulphur"":19.4521,""Iron"":17.2773,""Carbon"":16.3572,""Nickel"":13.0679,""Phosphorus"":10.4721,""Chromium"":7.77019,""Manganese"":7.13536,""Germanium"":5.77112,""Yttrium"":1.03195,""Tin"":0.910354,""Mercury"":0.754473}",,2018-11-30 02:06:20,2018-11-30 14:40:44
679,739,HIP 23759 9 A,1801439873742120190,248369,50,Planet,Rocky body,2,2343.530273,,,1,,,,,,0.0840943630011876,0.001072,720.109375,226,,Major Silicate Vapour Geysers,No atmosphere,Not terraformable,0.7577619086342592,0.0011070436713107575,0.001573,0.001928,80.672218,0.7577768283449074,1,-0.179779,"{""Rock"":91.0623,""Metal"":8.9377,""Ice"":0}",,"{""Iron"":20.0518,""Sulphur"":19.5642,""Carbon"":16.4514,""Nickel"":15.1663,""Phosphorus"":10.5325,""Germanium"":5.80438,""Zinc"":5.44932,""Selenium"":3.06196,""Niobium"":1.37043,""Molybdenum"":1.30937,""Ruthenium"":1.23832}",,2018-11-30 02:06:20,2018-11-30 14:40:44
680,740,HIP 24007 1 B,684547227212812930,5649461,19,Planet,Rocky body,2,821.487488,,,1,,,,,,0.05614845286788684,0.000324,484.4936875,176,,No volcanism,No atmosphere,Not terraformable,7.045538194444444,0.006354881894719375,0.000861,0.331775,295.389923,6.843415798611111,1,0.015215,"{""Rock"":91.1578,""Metal"":8.8422,""Ice"":0}",,"{""Iron"":18.5377,""Sulphur"":18.2283,""Carbon"":15.3281,""Nickel"":14.0211,""Phosphorus"":9.81331,""Chromium"":8.33702,""Manganese"":7.65588,""Vanadium"":4.55221,""Niobium"":1.26695,""Antimony"":1.14425,""Tin"":1.11519}",,2018-11-30 02:06:20,2018-11-30 14:40:48
681,741,HIP 24934 A 3 A,972777598708877700,5827458,27,Planet,Rocky body,3,4925.186035,,,1,,,,,,0.054671489333428955,0.000296,469.2993125,99,,No volcanism,No atmosphere,Not terraformable,2.533016673900463,0.0012234850077983096,0.000232,0.002117,214.564331,-2.5333134403935187,,-3.046703,"{""Rock"":90.5564,""Metal"":9.4436,""Ice"":0}",,"{""Iron"":18.7921,""Sulphur"":18.1111,""Carbon"":15.2295,""Nickel"":14.2136,""Phosphorus"":9.7502,""Chromium"":8.45144,""Manganese"":7.76095,""Vanadium"":4.61469,""Antimony"":1.13586,""Tin"":1.11997,""Mercury"":0.820621}",,2018-11-30 02:06:20,2018-11-30 14:40:52
682,742,HIP 25274 8 A,1116893302197569920,5795184,31,Planet,Rocky body,2,2591.404541,,,1,,,,,,0.06974500678561266,0.000617,599.8885,187,,Minor Metallic Magma,No atmosphere,Not terraformable,1.251875904224537,0.0035801084968250154,0.000366,0.060461,281.702332,1.2518929940740742,1,0.259078,"{""Rock"":91.1494,""Metal"":8.8506,""Ice"":0}",,"{""Iron"":18.9664,""Sulphur"":18.6471,""Carbon"":15.6803,""Nickel"":14.3454,""Phosphorus"":10.0388,""Chromium"":8.5298,""Manganese"":7.83291,""Selenium"":2.91843,""Ruthenium"":1.17129,""Tungsten"":1.04144,""Mercury"":0.82823}",,2018-11-30 02:06:20,2018-11-30 14:40:56
683,744,HIP 29214 1 A,252201589761050944,9532625,7,Planet,Rocky body,2,1675.394043,,,1,,,,,,0.06611442002162618,0.000527,569.4318125,304,,Major Silicate Vapour Geysers,No atmosphere,,0.40944932725694444,0.000007104080058273182,0.16571,-2.354505,78.817665,0.6037596299884259,1,-0.411822,"{""Rock"":91.1756,""Metal"":8.8244,""Ice"":0}",,"{""Iron"":19.5295,""Sulphur"":19.1523,""Carbon"":16.1051,""Nickel"":14.7713,""Phosphorus"":10.3108,""Chromium"":8.78306,""Germanium"":5.67758,""Arsenic"":2.53909,""Ruthenium"":1.20607,""Tungsten"":1.07237,""Mercury"":0.852821}",,2018-11-30 02:06:20,2018-11-30 14:41:00
684,744,HIP 29214 1 B,288230386780014910,9532646,8,Planet,Rocky body,2,1675.401245,,,1,,,,,,0.06266557619541754,0.000449,539.8749375,304,,Major Silicate Vapour Geysers,No atmosphere,,0.40944932725694444,0.000008342617071754885,0.16571,-2.354505,258.817657,0.5571432382060185,1,0.047855,"{""Rock"":91.1756,""Metal"":8.8244,""Ice"":0}",,"{""Iron"":18.7537,""Sulphur"":18.3915,""Carbon"":15.4653,""Nickel"":14.1845,""Phosphorus"":9.90117,""Chromium"":8.43414,""Manganese"":7.74507,""Vanadium"":4.60525,""Tungsten"":1.02976,""Mercury"":0.818941,""Technetium"":0.670743}",,2018-11-30 02:06:20,2018-11-30 14:41:00
685,745,HIP 29592 1 A,180144070155047552,7939819,5,Planet,Rocky body,2,715.796509,,,1,,,,,,0.17434746463551823,0.009106,1457.60725,458,,Minor Metallic Magma,No atmosphere,,1.2771332465277778,0.005517715326679446,0.00347,-2.598999,91.179703,-1.277137134699074,,2.090403,"{""Rock"":90.9398,""Metal"":9.0602,""Ice"":0}",,"{""Iron"":19.4602,""Sulphur"":19.0518,""Carbon"":16.0206,""Nickel"":14.7189,""Phosphorus"":10.2567,""Chromium"":8.75189,""Zinc"":5.28855,""Selenium"":2.98177,""Tellurium"":1.45234,""Tin"":1.16754,""Mercury"":0.849794}",,2018-11-30 02:06:20,2018-11-30 14:41:04
686,745,HIP 29592 3 E,648518431401579140,7939826,18,Planet,Rocky body,2,1087.695801,,,1,,,,,,0.0731538846190316,0.000711,628.78275,381,,Minor Silicate Vapour Geysers,No atmosphere,,1.080762622974537,0.000018423734823920858,0.083336,1.483714,96.487892,2.2123970992476854,,0.385881,,,"{""Iron"":19.0721,""Sulphur"":18.7478,""Carbon"":15.7649,""Nickel"":14.4253,""Phosphorus"":10.093,""Chromium"":8.57735,""Zinc"":5.18308,""Vanadium"":4.68344,""Cadmium"":1.48103,""Yttrium"":1.13915,""Mercury"":0.832846}",,2018-11-30 02:06:20,2018-11-30 14:41:04
687,745,HIP 29592 4 A,1008806401591218820,7939846,28,Planet,Rocky body,2,1378.094971,,,1,,,,,,0.16913854892312838,0.00836,1417.96775,300,,Minor Metallic Magma,No atmosphere,,1.4358341471412037,0.0020320806878971172,0.001524,0.089658,177.199692,1.3128105107060186,1,0.402276,,,"{""Iron"":18.4025,""Sulphur"":18.082,""Carbon"":15.2051,""Nickel"":13.9189,""Phosphorus"":9.73454,""Chromium"":8.27621,""Manganese"":7.60004,""Germanium"":5.32201,""Niobium"":1.25771,""Tin"":1.10194,""Yttrium"":1.09916}",,2018-11-30 02:06:20,2018-11-30 14:41:04
688,745,HIP 29592 5 A,1152921589667074820,7939850,32,Planet,Rocky body,2,1357.608398,,,1,,,,,,0.09295184957579951,0.001443,794.673375,298,,Minor Metallic Magma,No atmosphere,,1.1524262152777778,0.0015031571167944439,0.000264,0.490095,147.538757,1.1524461082175925,1,0.409835,,,"{""Iron"":18.9089,""Sulphur"":18.5959,""Carbon"":15.6372,""Nickel"":14.3019,""Phosphorus"":10.0112,""Chromium"":8.50395,""Germanium"":5.47328,""Vanadium"":4.64336,""Cadmium"":1.46836,""Tellurium"":1.41759,""Tungsten"":1.03829}",,2018-11-30 02:06:20,2018-11-30 14:41:04
689,746,HIP 32278 A 4,324259252451395900,1912328,9,Planet,High metal content world,2,1936.551147,,,1,,,,,,1.3883312151678289,1.765139,7191.6315,229,0.0006366425363927955,Minor Metallic Magma,No atmosphere,Candidate for terraforming,2114.9538888888887,3.8803230714700274,0.000156,-4.851573,142.61882,1.6828199146412037,,0.217449,"{""Rock"":67.2462,""Metal"":32.7538,""Ice"":0}",,"{""Iron"":22.003,""Nickel"":16.6421,""Sulphur"":15.663,""Carbon"":13.171,""Manganese"":9.08701,""Phosphorus"":8.43229,""Zinc"":5.97959,""Vanadium"":5.40317,""Molybdenum"":1.43678,""Tungsten"":1.20818,""Antimony"":0.973866}",,2018-11-30 02:06:20,2018-11-30 14:41:08
690,747,HIP 3289 AB 3 C A,1224979130007676160,20135814,34,Planet,Rocky body,4,3568.13623,,,1,,,,,,0.050387183425949285,0.000255,453.7269375,231,,Major Silicate Vapour Geysers,No atmosphere,Not terraformable,0.27972825791666667,0.000020713209255591363,,37.658909,51.184139,0.2870840793171296,1,0.254478,"{""Rock"":96.7673,""Metal"":3.2326,""Ice"":0}",,"{""Sulphur"":19.5373,""Iron"":17.4799,""Carbon"":16.4288,""Nickel"":13.2211,""Phosphorus"":10.518,""Chromium"":7.86129,""Manganese"":7.21902,""Zinc"":4.75038,""Molybdenum"":1.14143,""Ruthenium"":1.07949,""Mercury"":0.763319}",,2018-11-30 02:06:20,2018-11-30 14:41:12
691,748,HIP 33442 A 2 A,612489549488583300,10691022,17,Planet,Rocky body,3,2074.701904,,,1,,,,,,0.13265158317099018,0.0041,1121.295875,451,,Metallic Magma,No atmosphere,,0.9522709599305555,0.0021638530447345467,0.00003,0.073012,314.771881,0.9523201497453704,1,0.468248,"{""Rock"":90.9652,""Metal"":9.0348,""Ice"":0}",,"{""Iron"":18.9666,""Sulphur"":18.3694,""Carbon"":15.4467,""Nickel"":14.3455,""Phosphorus"":9.88927,""Chromium"":8.5299,""Manganese"":7.83301,""Selenium"":2.87496,""Tellurium"":1.40689,""Niobium"":1.29627,""Tungsten"":1.04146}",,2018-11-30 02:06:20,2018-11-30 14:41:16
692,749,HIP 33475 14 B A,2485987042884830200,2405287,69,Planet,Rocky body,3,3359.129395,,,1,,,,,,0.04992016104812642,0.000249,450.44959375,412,,Major Silicate Vapour Geysers,No atmosphere,Not terraformable,0.23731730143518517,0.00002984358987938456,,73.260551,45.650661,0.23874211063657408,1,0.087455,"{""Rock"":96.894,""Metal"":3.106,""Ice"":0}",,"{""Sulphur"":21.1352,""Iron"":18.6189,""Carbon"":17.7725,""Nickel"":14.0825,""Phosphorus"":11.3783,""Germanium"":6.19653,""Zinc"":5.05991,""Selenium"":3.30784,""Molybdenum"":1.2158,""Mercury"":0.813055,""Polonium"":0.419458}",,2018-11-30 02:06:20,2018-11-30 14:41:20
693,750,HIP 34322 1 C,216173239351609696,7775901,6,Planet,Rocky body,2,855.634827,,,1,,,,,,0.079883416149185,0.000919,684.091125,330,,Major Silicate Vapour Geysers,No atmosphere,,0.40931789821759257,0.000008845425866078187,0.183276,2.414392,36.015129,0.5955821397569444,1,0.269924,"{""Rock"":90.9573,""Metal"":9.0427,""Ice"":0}",,"{""Iron"":19.3145,""Sulphur"":18.745,""Carbon"":15.7626,""Nickel"":14.6087,""Phosphorus"":10.0915,""Manganese"":7.9767,""Zinc"":5.24896,""Vanadium"":4.74298,""Cadmium"":1.49986,""Antimony"":1.16565,""Mercury"":0.843433}",,2018-11-30 02:06:20,2018-11-30 14:41:24
694,750,HIP 34322 1 H,468374818484357500,7775533,13,Planet,Rocky body,2,859.72998,,,1,,,,,,0.08483738119601965,0.001099,725.921625,314,,Metallic Magma,No atmosphere,,0.8049002640393519,0.000019031826700993277,0.027504,-0.276764,97.69902,1.0663245985300926,1,-0.455001,"{""Rock"":90.9573,""Metal"":9.0427,""Ice"":0}",,"{""Iron"":19.0731,""Sulphur"":18.5107,""Carbon"":15.5656,""Nickel"":14.4261,""Phosphorus"":9.96537,""Chromium"":8.57781,""Germanium"":5.44313,""Vanadium"":4.68369,""Cadmium"":1.48111,""Yttrium"":1.13921,""Tin"":1.13414}",,2018-11-30 02:06:20,2018-11-30 14:41:24
