id,systemName,region
4067,SYNUEFE HP-E B45-4,
4068,SYNUEFE HP-E B45-8,18
4069,SYNUEFE HT-F D12-29,
4070,SYNUEFE HZ-M D8-69,
4071,SYNUEFE IE-G B44-2,
4072,SYNUEFE IH-T D4-14,
4073,SYNUEFE IJ-G B44-5,
4074,SYNUEFE IL-N C23-15,18
4075,SYNUEFE IL-N C23-19,18
4076,SYNUEFE IL-W C18-29,
4077,SYNUEFE IM-M B37-0,
4078,SYNUEFE IN-G B44-7,18
4079,SYNUEFE IN-I D10-18,
4080,SYNUEFE IR-R B35-0,
4081,SYNUEFE IT-F D12-5,
4082,SYNUEFE IZ-X B34-3,
4083,SYNUEFE JN-R D5-22,
4084,SYNUEFE JP-E B45-4,
4085,SYNUEFE JS-R C5-0,18
4086,SYNUEFE JU-M D8-50,
4087,SYNUEFE JZ-F B44-8,
4088,SYNUEFE KD-J B42-5,
4089,SYNUEFE KF-A D1,18
4090,SYNUEFE KG-W C18-16,
4091,SYNUEFE KJ-C C15-6,
4092,SYNUEFE KU-F B44-4,18
4093,SYNUEFE KX-J D9-7,
4094,SYNUEFE KZ-F B44-5,
4095,SYNUEFE LD-A C17-1,
4096,SYNUEFE LD-A C17-3,18
4097,SYNUEFE LF-A D0,18
4098,SYNUEFE LH-M D7-4,
4099,SYNUEFE LQ-T B50-1,
4100,SYNUEFE LS-O B37-0,
4101,SYNUEFE LX-R B24-3,18
4102,SYNUEFE LY-I B42-2,18
4103,SYNUEFE MF-O A88-4,
4104,SYNUEFE MJ-O D7-14,
4105,SYNUEFE MK-M D8-20,
4106,SYNUEFE ML-N C23-32,18
4107,SYNUEFE MN-J D9-13,
4108,SYNUEFE MQ-Y D2,18
4109,SYNUEFE MR-A B47-6,18
4110,SYNUEFE MU-D B30-0,18
4111,SYNUEFE MU-F B44-6,18
4112,SYNUEFE MY-P D6-38,18
4113,SYNUEFE NB-B B47-10,
4114,SYNUEFE NH-R B38-5,
4115,SYNUEFE NJ-O D7-11,
4116,SYNUEFE NJ-O D7-26,
4117,SYNUEFE NJ-O D7-29,
4118,SYNUEFE NL-N C23-4,18
4119,SYNUEFE NU-A C16-9,
4120,SYNUEFE NU-F B44-5,
4121,SYNUEFE NU-M D8-99,18
4122,SYNUEFE NY-M C9-2,
4123,SYNUEFE OA-E B45-4,18
4124,SYNUEFE OB-N C23-19,
4125,SYNUEFE OF-E B45-4,18
4126,SYNUEFE OR-A B47-1,18
4127,SYNUEFE OT-I B42-4,
4128,SYNUEFE OT-P D6-19,18
4129,SYNUEFE OV-K D9-56,18
4130,SYNUEFE OW-M A75-1,
4131,SYNUEFE OY-H C26-11,
4132,SYNUEFE OZ-M D8-106,18
4133,SYNUEFE PB-S B50-0,18
4134,SYNUEFE PF-E B45-5,18
4135,SYNUEFE PJ-D B46-10,
4136,SYNUEFE PM-L C24-24,
4137,SYNUEFE PX-J C25-21,18
4138,SYNUEFE PX-J C25-8,18
4139,SYNUEFE QA-E B45-4,18
4140,SYNUEFE QJ-O D7-49,
4141,SYNUEFE QO-P D6-20,
4142,SYNUEFE QP-E C28-13,18
4143,SYNUEFE QW-J B42-3,
4144,SYNUEFE QX-I A91-0,
4145,SYNUEFE RA-E B45-3,18
4146,SYNUEFE RA-E B45-5,18
4147,SYNUEFE RD-J B39-0,18
4148,SYNUEFE RE-O D7-11,
4149,SYNUEFE RE-O D7-14,
4150,SYNUEFE RE-O D7-18,
4151,SYNUEFE RE-O D7-42,
4152,SYNUEFE RE-O D7-9,
4153,SYNUEFE RF-L D9-14,
4154,SYNUEFE RG-F B30-0,
4155,SYNUEFE RL-C B46-6,
4156,SYNUEFE RR-I B43-9,
4157,SYNUEFE RS-P B39-3,
4158,SYNUEFE RT-P D6-15,
4159,SYNUEFE RT-Z C16-13,18
4160,SYNUEFE RV-K D9-59,18
4161,SYNUEFE RW-W D1-2,18
4162,SYNUEFE RY-E B45-6,18
4163,SYNUEFE SI-M B39-0,
4164,SYNUEFE SP-F B44-0,
4165,SYNUEFE ST-U B47-0,18
4166,SYNUEFE SV-U B49-5,
4167,SYNUEFE TE-O D7-39,
4168,SYNUEFE TP-F B44-0,18
4169,SYNUEFE TR-E C14-7,
4170,SYNUEFE UK-V B35-0,18
4171,SYNUEFE UL-N A116-1,18
4172,SYNUEFE UL-X A69-2,
4173,SYNUEFE US-B C16-23,
4174,SYNUEFE US-B C16-5,
4175,SYNUEFE UV-H C12-7,
4176,SYNUEFE UY-R B34-0,
4177,SYNUEFE UZ-X C17-10,18
4178,SYNUEFE UZ-X C17-12,18
4179,SYNUEFE VA-D D13-23,
4180,SYNUEFE VG-H B28-0,
4181,SYNUEFE VK-E D12-14,
4182,SYNUEFE VK-F B44-0,
4183,SYNUEFE VL-X A69-2,
4184,SYNUEFE VM-D C15-10,
4185,SYNUEFE VM-S B37-3,
4186,SYNUEFE VN-W B46-0,18
4187,SYNUEFE VS-B C16-25,
4188,SYNUEFE VS-Q B38-0,
4189,SYNUEFE VW-A B44-1,
4190,SYNUEFE VZ-C B46-0,
4191,SYNUEFE WJ-D B46-0,
4192,SYNUEFE WL-J D10-113,
4193,SYNUEFE WO-R C20-6,18
4194,SYNUEFE WQ-I C24-1,18
4195,SYNUEFE WU-X C17-8,18
4196,SYNUEFE XI-G B44-6,18
4197,SYNUEFE XJ-P C22-16,
4198,SYNUEFE XJ-P C22-2,
4199,SYNUEFE XL-X A69-1,
4200,SYNUEFE XO-P C22-17,18
4201,SYNUEFE XR-H D11-102,18
4202,SYNUEFE XR-H D11-57,18
4203,SYNUEFE XR-H D11-90,18
4204,SYNUEFE XT-N B40-1,18
4205,SYNUEFE XW-A B44-0,
4206,SYNUEFE XX-O B24-1,18
4207,SYNUEFE XY-Q C21-1,
4208,SYNUEFE XZ-C B46-3,
4209,SYNUEFE YJ-U B47-1,18
4210,SYNUEFE YP-X C17-1,18
4211,SYNUEFE YP-X C17-8,18
4212,SYNUEFE YT-N B40-5,
4213,SYNUEFE YU-U B20-0,
4214,SYNUEFE YV-I C11-1,18
4215,SYNUEFE YX-T A71-2,
4216,SYNUEFE YY-Q C21-19,18
4217,SYNUEFE YY-Q C21-2,
4218,SYNUEFE ZA-N B37-0,
4219,SYNUEFE ZB-Y B48-6,
4220,SYNUEFE ZD-G B44-0,18
4221,SYNUEFE ZG-A B34-3,
4222,SYNUEFE ZG-J D10-49,18
4223,SYNUEFE ZG-J D10-79,
4224,SYNUEFE ZL-J D10-109,18
4225,SYNUEFE ZL-J D10-119,
4226,SYNUEFE ZM-H D11-91,18
4227,SYNUEFE ZR-H D11-81,
4228,SYNUEFE ZR-I B43-10,
4229,SYNUEFE ZW-I D10-37,18
4230,SYNUEFOU WU-A C16-7,
4231,SYNUEFUE IS-Q B52-1,
4232,SYNUEFUE SU-L B55-3,18
4233,SYNUEFUE WC-T C17-0,18
4234,SYRAI THEIA HL-P D5-7,40
4235,SYRAI THEIA QP-W C15-0,
4236,SYRALIE HW-E D11-175,19
4237,SYREADIAE LY-F D12-2,31
4238,SYRIAE THAA BW-V B29-0,40
4239,SYRIVAI KC-R C6-0,24
4240,SYRIVAI RJ-I B13-1,24
4241,SYRIVE KH-D D12-51,24
4242,SYRIVIA RI-B D13-11,
4243,SYRIVIA WS-U D2-14,
4244,SYRIVIAE KX-U D2-22,24
4245,SYROIFUE MO-Z B27-0,
4246,SYROOMEOU TY-Z D13-7,1
4247,SYSTEASI IO-G D11-13,27
4248,T ORIONIS,18
4249,T TAURI,
4250,TAURUS DARK REGION BQ-Y C12,
4251,TAURUS DARK REGION BV-Y C11,
4252,TAURUS DARK REGION CL-Y D53,
4253,TAURUS DARK REGION CQ-Y D31,
4254,TAURUS DARK REGION CQ-Y D36,
4255,TAURUS DARK REGION DB-X D1-26,
4256,TAURUS DARK REGION DL-Y D10,
4257,TAURUS DARK REGION DL-Y D37,18
4258,TAURUS DARK REGION DL-Y D54,18
4259,TAURUS DARK REGION EL-Y D25,18
4260,TAURUS DARK REGION FQ-Y C5,
4261,TAURUS DARK REGION FW-W C1-3,
4262,TAURUS DARK REGION FW-W D1-18,18
4263,TAURUS DARK REGION FW-W D1-38,18
4264,TAURUS DARK REGION GW-W D1-36,18
4265,TAURUS DARK REGION IR-W D1-47,
4266,TAURUS DARK REGION JH-V C2-9,18
4267,TAURUS DARK REGION KX-T B3-0,18
4268,TAURUS DARK REGION MS-T B3-0,18
4269,TAURUS DARK REGION MY-R B4-1,
4270,TAURUS DARK REGION ON-T B3-1,18
4271,TAURUS DARK REGION OX-U C2-10,18
4272,TAURUS DARK REGION QN-T B3-0,
4273,TAURUS DARK REGION QO-Q B5-0,
4274,TAYGETA,18
4275,TEGNAE HT-Z D13-1,12
4276,TEGNEIA ON-K D8-6,12
4277,TEUTEN,
4278,THAILAE II-Z D1-34,
4279,THAILE HW-V E2-7,19
4280,THAILIO WQ-R C6-4,18
4281,THAILOEA FB-H B55-1,18
4282,THAILOI MJ-P D6-20,18
4283,THAILOI RB-Z B31-0,18
4284,THAILU WC-F B45-0,36
4285,THAILUAE WA-U D4-38,19
4286,THOR'S HELMET SECTOR CQ-Y D9,34
4287,THOR'S HELMET SECTOR EW-W D1-17,34
4288,THOR'S HELMET SECTOR PN-T C3-2,34
4289,THROERDY BA-A G1665,5
4290,THROERDY KH-T C4-34,2
4291,THUECHAEA HH-C C29-6,24
4292,THUECHAO YE-A G3,24
4293,THUECHE LS-A D1-10,25
4294,THUECHEAE HC-O C9-5,24
4295,THUECHEAE WR-H D11-54,24
4296,THUECHEIA KM-D C15-13,26
4297,THUECHIE HM-D D12-2,24
4298,THUECHU BR-C D95,24
4299,TIANGCHI,18
4300,TIEFUA FK-A D15,
4301,TIEFUA KI-Z C27-4,31
4302,TIGS JZ-M D8-4,37
4303,TIMBALDERIS,18
4304,TIRIS,18
4305,TOLUKU,18
4306,TR 14 SECTOR LX-U D2-20,35
4307,TR 24 SECTOR JS-T D3-5,18
4308,TR 24 SECTOR MP-D C13-1,18
4309,TR 24 SECTOR RM-P C20-9,18
4310,TRADGIO CL-W C2-0,31
4311,TRADGUE AB-U D4-7,31
4312,TRADGUE AO-T B23-0,31
4313,TRADGUE DV-H B16-0,31
4314,TRADGUE IA-Q B25-0,31
4315,TRADGUE XW-D B32-0,31
4316,TRAIKAAE AR-L D8-9,18
4317,TRAIKAAE AS-B D13-3,18
4318,TRAIKAAE CH-Y C10,18
4319,TRAIKAAE CR-N E6-1,18
4320,TRAIKAAE CW-E D11-272,18
4321,TRAIKAAE DB-F D11-137,18
4322,TRAIKAAE DF-R D4-6,18
4323,TRAIKAAE FS-H C11-0,18
4324,TRAIKAAE GI-B D13-237,18
4325,TRAIKAAE GT-Z D13-9,18
4326,TRAIKAAE GX-O B24-0,18
4327,TRAIKAAE HD-Q D6-5,18
4328,TRAIKAAE HN-R D5-0,18
4329,TRAIKAAE HY-F C12-2,18
4330,TRAIKAAE HY-L B26-0,18
4331,TRAIKAAE KT-P D6-10,18
4332,TRAIKAAE KT-P D6-9,18
4333,TRAIKAAE LD-S E4-2,18
4334,TRAIKAAE LF-J C11-1,18
4335,TRAIKAAE NJ-L B26-0,18
4336,TRAIKAAE NO-F C12-2,18
4337,TRAIKAAE OF-T C18-1,18
4338,TRAIKAAE OG-G C13-1,18
4339,TRAIKAAE OO-F C12-1,18
4340,TRAIKAAE QL-V B19-0,18
4341,TRAIKAAE RT-Q D5-22,18
4342,TRAIKAAE SU-N D7-1,18
4343,TRAIKAAE UO-X D2-3,18
4344,TRAIKAAE UR-T B20-0,18
4345,TRAIKAAE VM-F C13-1,18
4346,TRAIKAAE VP-K B26-0,18
4347,TRAIKAAE VV-P B46-7,18
4348,TRAIKAAE WY-Q C5-1,18
4349,TRAIKAAE XF-A C8,18
4350,TRAIKAAE XY-H C23-13,18
4351,TRAIKAAE ZY-C C27-11,18
4352,TRAIKEOU EA-N C8-2,18
4353,TRAIKEOU OY-Q D5-16,18
4354,TRAIKEOU PJ-E C13-0,18
4355,TRAIKEOU QJ-P D6-13,18
4356,TRAIKEOU RA-B C15-3,18
4357,TRAIKEOU SE-P D6-16,18
4358,TRAIKEOU TE-P D6-2,18
4359,TRAIKEOU TE-P D6-20,18
4360,TRAIKEOU TV-A C15-3,18
4361,TRAIKEOU UV-A C15-0,18
4362,TRAIKEOU VE-W B32-1,18
4363,TRAIKOA GR-N E6-31,18
4364,TRAIKOA PD-U B58-9,18
4365,TRAIKOA QP-B C28-10,18
4366,TRAIKOA TI-J B23-1,18
4367,TRAIKOA UO-X C28-43,18
4368,TRAIKOA VO-X C28-34,18
4369,TRAIKOA VO-X C28-55,18
4370,TRAIKOA XO-Z D13-27,18
4371,TRAIKOA XO-Z D13-59,18
4372,TRAPEZIUM SECTOR AF-Z C1,
4373,TRAPEZIUM SECTOR AF-Z C10,18
4374,TRAPEZIUM SECTOR AF-Z C4,18
4375,TRAPEZIUM SECTOR AV-W B2-0,
4376,TRAPEZIUM SECTOR BB-W C2-11,
4377,TRAPEZIUM SECTOR BV-Y D11,18
4378,TRAPEZIUM SECTOR CB-W C2-4,
4379,TRAPEZIUM SECTOR DB-O C6-1,
4380,TRAPEZIUM SECTOR EB-W C2-7,18
4381,TRAPEZIUM SECTOR OS-U D2-2,
4382,TRAPEZIUM SECTOR XO-Y B1-0,
4383,TRAPPIST-1,18
4384,TRIFID OF THE NORTH SECTOR BQ-Y D3,34
4385,TRIFID OF THE NORTH SECTOR DL-Y D5,34
4386,TRIFID OF THE NORTH SECTOR DL-Y E0,34
4387,TRIFID OF THE NORTH SECTOR FW-W C1-0,34
4388,TRIFID OF THE NORTH SECTOR GW-W D1-1,34
4389,TRIFID OF THE NORTH SECTOR HR-W D1-8,34
4390,TRIFID OF THE NORTH SECTOR IR-W D1-4,34
4391,TRIFID OF THE NORTH SECTOR SO-R C4-0,34
4392,TRIFID SECTOR BA-A E25,18
4393,TRIFID SECTOR BQ-Y D11,18
4394,TRIFID SECTOR BQ-Y D226,18
4395,TRIFID SECTOR CH-K A9-4,18
4396,TRIFID SECTOR CQ-Y D117,18
4397,TRIFID SECTOR CQ-Y D41,18
4398,TRIFID SECTOR FW-W D1-233,18
4399,TRIFID SECTOR HR-W D1-251,18
4400,TRIFID SECTOR HR-W D1-256,18
4401,TRIFID SECTOR HR-W D1-45,18
4402,TRIFID SECTOR IR-W D1-185,18
4403,TRIFID SECTOR KC-V C2-42,18
4404,TRIGNAI SL-J D10-110,14
4405,TRUECHOAE XS-U B2-8,24
4406,TRUECHOU AT-X B42-14,24
4407,TRUECHOU WA-M D8-5,24
4408,TV MUSCAE,
4409,TYROESLY VM-W D1-1,
4410,TYROOPPY BB-T B37-0,31
4411,TYROORST WR-H D11-12,
4412,TYROOTZ VH-M C10-1,31
4413,UCTAISPS DQ-F D11-3,22
4414,UPSILON PHOENICIS,18
4415,UWAVSKY PI-S D4-0,24
4416,V1588 ORIONIS,18
4417,V2 PUPPIS,
4418,V380 ORIONIS,18
4419,V4197 SAGITTARII,18
4420,V4203 SAGITTARII,18
4421,V518 CARINAE,
4422,V655 CARINAE,
4423,V746 CASSIOPEIAE,18
4424,VEGA,
4425,VEGNAA FN-J D9-3,15
4426,VEGNAA FN-J D9-45,15
4427,VEGNAA NL-R C19-3,15
4428,VEGNAA PR-P C20-5,15
4429,VEGNEIA AF-R E4-29,15
4430,VEGNEIA BF-R E4-1108,15
4431,VEGNEIA BF-R E4-880,15
4432,VEGNEIA TW-U B58-0,15
4433,VEGNEIA ZD-R C18-135,15
4434,VEGNIAE EB-O D6-3729,7
4435,VEGNIAE FG-Y G34,7
4436,VEGNOAE BK-R D4-7181,7
4437,VEGNOAE DQ-P D5-3971,7
4438,VEGNOAE GW-N D6-1168,7
4439,VEGNOAE KB-F C11-871,7
4440,VEGNOAE WE-R E4-1824,7
4441,VEGNOAE WE-R E4-9508,7
4442,VEGNUE VK-E D12-1252,7
4443,VEGNUE VK-E D12-1615,7
4444,VEGNUE VK-E D12-853,7
4445,VEGNUE WZ-P E5-38,7
4446,VEGNUE ZQ-C D13-285,7
4447,VEIL EAST SECTOR DL-Y D19,18
4448,VEIL WEST SECTOR DL-Y D68,18
4449,VEIL WEST SECTOR GW-W C1-1,18
4450,VEIL WEST SECTOR GW-W C1-13,
4451,VEIL WEST SECTOR KC-V C2-18,
4452,VELA DARK REGION BQ-Y D110,
4453,VELA DARK REGION BQ-Y D94,
4454,VELA DARK REGION CQ-Y C0,
4455,VELA DARK REGION DL-Y D112,18
4456,VELA DARK REGION DL-Y D80,
4457,VELA DARK REGION DL-Y D83,18
4458,VELA DARK REGION DL-Y D91,
4459,VELA DARK REGION DQ-Y D106,18
4460,VELA DARK REGION EG-X B1-1,18
4461,VELA DARK REGION EL-Y D32,
4462,VELA DARK REGION EL-Y D55,
4463,VELA DARK REGION FL-Y D63,18
4464,VELA DARK REGION HB-X C1-20,18
4465,VELA DARK REGION HB-X C1-28,
4466,VELA DARK REGION IW-W B1-3,
4467,VELA DARK REGION JS-T B3-0,
4468,VELA DARK REGION JW-W C1-3,18
4469,VELA DARK REGION KR-W C1-24,18
4470,VELA DARK REGION LR-W C1-11,18
4471,VELA DARK REGION RC-V B2-5,
4472,VELA DARK REGION RY-R B4-7,
4473,VELA DARK REGION VO-Q B5-1,
4474,VELA DARK REGION WT-R B4-3,
4475,VELA DARK REGION WY-R B4-2,18
4476,VELA DARK REGION YO-R B4-1,
4477,VELA DARK REGION ZE-A D66,18
4478,VESTANI,18
4479,VIRUDNIR,
4480,VOAB IA-A D3,41
4481,W URSAE MAJORIS,
4482,WEMBIA LV-H C25-3,30
4483,WEPAA BQ-X E1-3388,
4484,WEPAA XJ-P D6-245,
4485,WEPIAE QQ-P C8-454,2
4486,WHUEFUA WA-M D8-0,
4487,WHUEFUA ZK-N D7-0,
4488,WINDS CK-I D9-8,37
4489,WITCH HEAD SECTOR AF-A D5,18
4490,WITCH HEAD SECTOR AL-X B1-0,
4491,WITCH HEAD SECTOR AR-L B8-0,
4492,WITCH HEAD SECTOR AV-Y C1,
4493,WITCH HEAD SECTOR BG-O B6-0,
4494,WITCH HEAD SECTOR CL-Y D13,
4495,WITCH HEAD SECTOR CQ-Y D25,
4496,WITCH HEAD SECTOR DL-Y D17,
4497,WITCH HEAD SECTOR DL-Y D7,
4498,WITCH HEAD SECTOR EB-X C1-7,
4499,WITCH HEAD SECTOR EG-X B1-0,
4500,WITCH HEAD SECTOR EM-U B3-0,
4501,WITCH HEAD SECTOR EW-V B2-0,
4502,WITCH HEAD SECTOR FB-X C1-11,
4503,WITCH HEAD SECTOR FB-X C1-9,
4504,WITCH HEAD SECTOR GG-Y D4,
4505,WITCH HEAD SECTOR GG-Y D5,
4506,WITCH HEAD SECTOR GR-W D1-17,
4507,WITCH HEAD SECTOR GR-W D1-18,
4508,WITCH HEAD SECTOR GW-W C1-4,18
4509,WITCH HEAD SECTOR GW-W C1-9,18
4510,WITCH HEAD SECTOR HH-V C2-2,
4511,WITCH HEAD SECTOR HH-V C2-3,18
4512,WITCH HEAD SECTOR HR-W D1-3,
4513,WITCH HEAD SECTOR HW-W C1-0,
4514,WITCH HEAD SECTOR HW-W C1-3,
4515,WITCH HEAD SECTOR HW-W C1-7,
4516,WITCH HEAD SECTOR HW-W C1-8,
4517,WITCH HEAD SECTOR HW-W C1-9,
4518,WITCH HEAD SECTOR HX-T B3-0,
4519,WITCH HEAD SECTOR JC-U B3-0,
4520,WITCH HEAD SECTOR JI-J B9-0,
4521,WITCH HEAD SECTOR JM-W D1-11,
4522,WITCH HEAD SECTOR KC-U B3-0,
4523,WITCH HEAD SECTOR LC-V C2-10,
4524,WITCH HEAD SECTOR LC-V C2-7,
4525,WITCH HEAD SECTOR LS-T C3-1,18
4526,WITCH HEAD SECTOR NY-R B4-0,
4527,WITCH HEAD SECTOR QD-S B4-0,18
4528,WITCH HEAD SECTOR XE-Q B5-0,
4529,WO 9251 B,
4530,WOLF 1301,
4531,WREDGAEI EY-L B7-0,18
4532,WREDGAEI TO-Z C13-3,18
4533,WREDGUIA CO-Q B32-3,18
4534,WREDGUIA FA-P C19-8,18
4535,WREDGUIA HF-M C21-6,18
4536,WREDGUIA JH-S B31-2,18
4537,WREDGUIA JY-P C19-4,18
4538,WREDGUIA LW-N C6-7,18
4539,WREDGUIA NQ-P C5-6,18
4540,WREDGUIA RD-I C10-2,18
4541,WREDGUIA RM-U C16-3,18
4542,WREDGUIA SM-W D1-29,18
4543,WREDGUIA SX-L D7-92,18
4544,WREDGUIA UB-W C15-0,18
4545,WREDGUIA VH-U C16-4,18
4546,WREDGUIA VX-L D7-80,
4547,WREDGUIA WJ-Y C14-6,18
4548,WREDGUIA WP-O B33-4,18
4549,WREDGUIA YO-I D9-38,18
4550,WREDGUIA ZU-X C14-11,18
4551,WREGOE AV-T B34-0,18
4552,WREGOE BB-D C26-25,
4553,WREGOE CA-N B34-8,
4554,WREGOE CI-G C25-6,18
4555,WREGOE CQ-G D10-56,
4556,WREGOE DA-P C19-1,
4557,WREGOE DQ-G D10-42,
4558,WREGOE EB-M C21-19,18
4559,WREGOE EF-Q D5-15,
4560,WREGOE EJ-X C28-8,18
4561,WREGOE ER-N D6-43,18
4562,WREGOE FB-N D7-7,18
4563,WREGOE FG-N C20-26,
4564,WREGOE GB-G C26-2,18
4565,WREGOE GB-N D7-17,18
4566,WREGOE GB-N D7-18,18
4567,WREGOE GF-R D4-71,
4568,WREGOE GF-R D4-92,
4569,WREGOE GG-D C13-5,
4570,WREGOE GI-P B33-4,
4571,WREGOE GY-H C23-18,18
4572,WREGOE HH-U C16-31,
4573,WREGOE JH-V E2-0,18
4574,WREGOE JR-A B41-3,
4575,WREGOE JR-L C21-1,
4576,WREGOE JS-S C17-12,
4577,WREGOE JS-S C17-15,
4578,WREGOE JS-S C17-3,
4579,WREGOE KH-Z B41-0,
4580,WREGOE KK-C B40-8,
4581,WREGOE KX-V B31-0,
4582,WREGOE LF-D C26-14,18
4583,WREGOE MD-R C18-12,
4584,WREGOE MJ-N B34-1,
4585,WREGOE MN-S C17-2,
4586,WREGOE MQ-I B11-0,18
4587,WREGOE MX-L D7-105,
4588,WREGOE MX-L D7-124,18
4589,WREGOE MX-L D7-50,
4590,WREGOE MX-L D7-96,18
4591,WREGOE MY-O B33-4,
4592,WREGOE NX-L D7-128,
4593,WREGOE NX-L D7-50,
4594,WREGOE OS-Y B41-7,
4595,WREGOE PE-P C19-2,
4596,WREGOE QB-F C11-14,
4597,WREGOE QD-K D8-113,
4598,WREGOE QD-K D8-121,
4599,WREGOE QD-K D8-128,
4600,WREGOE QD-K D8-134,
4601,WREGOE QD-K D8-21,
4602,WREGOE QD-K D8-27,
4603,WREGOE QD-K D8-34,
4604,WREGOE QD-K D8-37,
4605,WREGOE QD-K D8-84,
4606,WREGOE QD-K D8-87,
4607,WREGOE QK-L B35-3,
4608,WREGOE QT-I D9-61,
4609,WREGOE RA-W C15-18,
4610,WREGOE RD-K D8-126,
4611,WREGOE RD-K D8-19,
4612,WREGOE RI-D B28-0,
4613,WREGOE RT-Q C18-18,
4614,WREGOE RZ-M B34-1,
4615,WREGOE RZ-M B34-5,
4616,WREGOE SB-Z B41-2,18
4617,WREGOE SI-W B30-1,
4618,WREGOE SO-I D9-54,
4619,WREGOE SU-F C11-1,18
4620,WREGOE SU-M B34-3,
4621,WREGOE TJ-I D9-25,
4622,WREGOE UJ-I D9-134,
4623,WREGOE UJ-I D9-94,
4624,WREGOE UU-M B34-1,
4625,WREGOE VC-V B57-3,
4626,WREGOE VF-L B35-2,
4627,WREGOE VJ-I D9-146,
4628,WREGOE VK-P B19-1,18
4629,WREGOE VZ-U B30-3,18
4630,WREGOE WF-N C20-23,
4631,WREGOE WQ-J B36-0,
4632,WREGOE WS-F B54-1,18
4633,WREGOE WV-J B36-0,
4634,WREGOE YA-L B35-1,
4635,WREGOE YL-W B31-0,18
4636,WREGOI KG-Y E1,35
4637,WRUEGNAEI IR-W E1-0,14
4638,WRUEGNAEI MS-K D8-2,14
4639,WRUEGNAEI PY-P C19-1,14
4640,WRUEGNAEI RD-H C24-1,25
4641,WRUEGNEOU FE-S C4-0,14
4642,WRUEGNEOU ZW-M C7-0,14
4643,WRUETHOO SQ-C C26-9,24
4644,XEMBEAE BZ-Z D9,
4645,XIRIPA,18
4646,XOTHUIA ZE-P D6-158,
4647,XOTHUIA ZJ-E C13-17,
4648,YAIKAO IG-A C3-0,19
4649,YEMAKI,
4650,ZEPHYRUS,
4651,ZETA CASSIOPEIAE,
4652,ZLOTA,
4653,ZUNAO FV-Y D2959,
4654,ZUNAO WE-H D10-5989,
4655,ZUNU MT-Y C14-960,
4656,ZUNUAE AG-L C9-3296,
4657,ZUNUAE KW-V D2-9314,
4658,ZUNUAE LH-A C15-4251,
4659,ZUNUAE SW-M C7-4554,
4660,ZUNUAE SY-X C2-2442,
